pdb,chain,ligand,depth_from_own_mouth_A,radius_A
Amp_MexB_20260826,E,Ampicillin,62.80,2.64
Amp_MexB_20260826,E,Ampicillin,62.67,2.72
Amp_MexB_20260826,E,Ampicillin,62.53,2.80
Amp_MexB_20260826,E,Ampicillin,62.40,2.88
Amp_MexB_20260826,E,Ampicillin,62.27,2.97
Amp_MexB_20260826,E,Ampicillin,62.13,3.06
Amp_MexB_20260826,E,Ampicillin,62.01,3.14
Amp_MexB_20260826,E,Ampicillin,61.88,3.22
Amp_MexB_20260826,E,Ampicillin,61.75,3.29
Amp_MexB_20260826,E,Ampicillin,61.63,3.35
Amp_MexB_20260826,E,Ampicillin,61.50,3.38
Amp_MexB_20260826,E,Ampicillin,61.37,3.41
Amp_MexB_20260826,E,Ampicillin,61.24,3.44
Amp_MexB_20260826,E,Ampicillin,61.12,3.43
Amp_MexB_20260826,E,Ampicillin,61.00,3.41
Amp_MexB_20260826,E,Ampicillin,60.88,3.40
Amp_MexB_20260826,E,Ampicillin,60.76,3.39
Amp_MexB_20260826,E,Ampicillin,60.64,3.36
Amp_MexB_20260826,E,Ampicillin,60.52,3.32
Amp_MexB_20260826,E,Ampicillin,60.40,3.29
Amp_MexB_20260826,E,Ampicillin,60.28,3.27
Amp_MexB_20260826,E,Ampicillin,60.18,3.24
Amp_MexB_20260826,E,Ampicillin,60.08,3.22
Amp_MexB_20260826,E,Ampicillin,59.98,3.19
Amp_MexB_20260826,E,Ampicillin,59.88,3.17
Amp_MexB_20260826,E,Ampicillin,59.78,3.14
Amp_MexB_20260826,E,Ampicillin,59.64,3.14
Amp_MexB_20260826,E,Ampicillin,59.49,3.14
Amp_MexB_20260826,E,Ampicillin,59.35,3.12
Amp_MexB_20260826,E,Ampicillin,59.22,3.11
Amp_MexB_20260826,E,Ampicillin,59.12,3.10
Amp_MexB_20260826,E,Ampicillin,59.02,3.10
Amp_MexB_20260826,E,Ampicillin,58.93,3.07
Amp_MexB_20260826,E,Ampicillin,58.81,3.09
Amp_MexB_20260826,E,Ampicillin,58.69,3.10
Amp_MexB_20260826,E,Ampicillin,58.56,3.12
Amp_MexB_20260826,E,Ampicillin,58.44,3.14
Amp_MexB_20260826,E,Ampicillin,58.32,3.13
Amp_MexB_20260826,E,Ampicillin,58.19,3.12
Amp_MexB_20260826,E,Ampicillin,58.07,3.12
Amp_MexB_20260826,E,Ampicillin,57.95,3.11
Amp_MexB_20260826,E,Ampicillin,57.83,3.12
Amp_MexB_20260826,E,Ampicillin,57.69,3.11
Amp_MexB_20260826,E,Ampicillin,57.54,3.10
Amp_MexB_20260826,E,Ampicillin,57.40,3.10
Amp_MexB_20260826,E,Ampicillin,57.26,3.10
Amp_MexB_20260826,E,Ampicillin,57.12,3.10
Amp_MexB_20260826,E,Ampicillin,56.98,3.11
Amp_MexB_20260826,E,Ampicillin,56.84,3.11
Amp_MexB_20260826,E,Ampicillin,56.71,3.12
Amp_MexB_20260826,E,Ampicillin,56.57,3.14
Amp_MexB_20260826,E,Ampicillin,56.43,3.15
Amp_MexB_20260826,E,Ampicillin,56.30,3.17
Amp_MexB_20260826,E,Ampicillin,56.17,3.19
Amp_MexB_20260826,E,Ampicillin,56.04,3.22
Amp_MexB_20260826,E,Ampicillin,55.91,3.25
Amp_MexB_20260826,E,Ampicillin,55.80,3.26
Amp_MexB_20260826,E,Ampicillin,55.70,3.26
Amp_MexB_20260826,E,Ampicillin,55.60,3.27
Amp_MexB_20260826,E,Ampicillin,55.50,3.23
Amp_MexB_20260826,E,Ampicillin,55.39,3.20
Amp_MexB_20260826,E,Ampicillin,55.29,3.16
Amp_MexB_20260826,E,Ampicillin,55.16,3.12
Amp_MexB_20260826,E,Ampicillin,55.04,3.08
Amp_MexB_20260826,E,Ampicillin,54.91,3.04
Amp_MexB_20260826,E,Ampicillin,54.78,3.00
Amp_MexB_20260826,E,Ampicillin,54.65,2.97
Amp_MexB_20260826,E,Ampicillin,54.51,2.94
Amp_MexB_20260826,E,Ampicillin,54.37,2.92
Amp_MexB_20260826,E,Ampicillin,54.23,2.90
Amp_MexB_20260826,E,Ampicillin,54.10,2.88
Amp_MexB_20260826,E,Ampicillin,53.96,2.87
Amp_MexB_20260826,E,Ampicillin,53.83,2.86
Amp_MexB_20260826,E,Ampicillin,53.70,2.85
Amp_MexB_20260826,E,Ampicillin,53.58,2.85
Amp_MexB_20260826,E,Ampicillin,53.46,2.85
Amp_MexB_20260826,E,Ampicillin,53.35,2.85
Amp_MexB_20260826,E,Ampicillin,53.23,2.86
Amp_MexB_20260826,E,Ampicillin,53.09,2.87
Amp_MexB_20260826,E,Ampicillin,52.94,2.88
Amp_MexB_20260826,E,Ampicillin,52.80,2.90
Amp_MexB_20260826,E,Ampicillin,52.66,2.92
Amp_MexB_20260826,E,Ampicillin,52.52,2.95
Amp_MexB_20260826,E,Ampicillin,52.38,2.97
Amp_MexB_20260826,E,Ampicillin,52.23,3.01
Amp_MexB_20260826,E,Ampicillin,52.08,3.06
Amp_MexB_20260826,E,Ampicillin,51.93,3.10
Amp_MexB_20260826,E,Ampicillin,51.79,3.12
Amp_MexB_20260826,E,Ampicillin,51.64,3.14
Amp_MexB_20260826,E,Ampicillin,51.49,3.17
Amp_MexB_20260826,E,Ampicillin,51.35,3.19
Amp_MexB_20260826,E,Ampicillin,51.20,3.21
Amp_MexB_20260826,E,Ampicillin,51.06,3.23
Amp_MexB_20260826,E,Ampicillin,50.94,3.23
Amp_MexB_20260826,E,Ampicillin,50.81,3.23
Amp_MexB_20260826,E,Ampicillin,50.69,3.23
Amp_MexB_20260826,E,Ampicillin,50.57,3.22
Amp_MexB_20260826,E,Ampicillin,50.44,3.22
Amp_MexB_20260826,E,Ampicillin,50.30,3.22
Amp_MexB_20260826,E,Ampicillin,50.17,3.23
Amp_MexB_20260826,E,Ampicillin,50.04,3.23
Amp_MexB_20260826,E,Ampicillin,49.89,3.24
Amp_MexB_20260826,E,Ampicillin,49.75,3.25
Amp_MexB_20260826,E,Ampicillin,49.61,3.27
Amp_MexB_20260826,E,Ampicillin,49.46,3.30
Amp_MexB_20260826,E,Ampicillin,49.34,3.32
Amp_MexB_20260826,E,Ampicillin,49.21,3.35
Amp_MexB_20260826,E,Ampicillin,49.09,3.37
Amp_MexB_20260826,E,Ampicillin,48.96,3.40
Amp_MexB_20260826,E,Ampicillin,48.84,3.44
Amp_MexB_20260826,E,Ampicillin,48.71,3.48
Amp_MexB_20260826,E,Ampicillin,48.58,3.52
Amp_MexB_20260826,E,Ampicillin,48.46,3.56
Amp_MexB_20260826,E,Ampicillin,48.33,3.60
Amp_MexB_20260826,E,Ampicillin,48.20,3.65
Amp_MexB_20260826,E,Ampicillin,48.08,3.68
Amp_MexB_20260826,E,Ampicillin,47.96,3.70
Amp_MexB_20260826,E,Ampicillin,47.83,3.74
Amp_MexB_20260826,E,Ampicillin,47.71,3.77
Amp_MexB_20260826,E,Ampicillin,47.59,3.81
Amp_MexB_20260826,E,Ampicillin,47.45,3.82
Amp_MexB_20260826,E,Ampicillin,47.32,3.83
Amp_MexB_20260826,E,Ampicillin,47.19,3.85
Amp_MexB_20260826,E,Ampicillin,47.06,3.87
Amp_MexB_20260826,E,Ampicillin,46.91,3.87
Amp_MexB_20260826,E,Ampicillin,46.77,3.88
Amp_MexB_20260826,E,Ampicillin,46.62,3.89
Amp_MexB_20260826,E,Ampicillin,46.51,3.89
Amp_MexB_20260826,E,Ampicillin,46.40,3.90
Amp_MexB_20260826,E,Ampicillin,46.28,3.90
Amp_MexB_20260826,E,Ampicillin,46.17,3.92
Amp_MexB_20260826,E,Ampicillin,46.05,3.95
Amp_MexB_20260826,E,Ampicillin,45.95,3.97
Amp_MexB_20260826,E,Ampicillin,45.86,3.99
Amp_MexB_20260826,E,Ampicillin,45.77,4.01
Amp_MexB_20260826,E,Ampicillin,45.67,4.04
Amp_MexB_20260826,E,Ampicillin,45.56,4.07
Amp_MexB_20260826,E,Ampicillin,45.44,4.11
Amp_MexB_20260826,E,Ampicillin,45.33,4.15
Amp_MexB_20260826,E,Ampicillin,45.23,4.17
Amp_MexB_20260826,E,Ampicillin,45.12,4.20
Amp_MexB_20260826,E,Ampicillin,44.99,4.21
Amp_MexB_20260826,E,Ampicillin,44.86,4.22
Amp_MexB_20260826,E,Ampicillin,44.73,4.24
Amp_MexB_20260826,E,Ampicillin,44.59,4.24
Amp_MexB_20260826,E,Ampicillin,44.45,4.25
Amp_MexB_20260826,E,Ampicillin,44.31,4.25
Amp_MexB_20260826,E,Ampicillin,44.18,4.25
Amp_MexB_20260826,E,Ampicillin,44.05,4.26
Amp_MexB_20260826,E,Ampicillin,43.92,4.27
Amp_MexB_20260826,E,Ampicillin,43.82,4.27
Amp_MexB_20260826,E,Ampicillin,43.72,4.29
Amp_MexB_20260826,E,Ampicillin,43.62,4.30
Amp_MexB_20260826,E,Ampicillin,43.51,4.31
Amp_MexB_20260826,E,Ampicillin,43.40,4.32
Amp_MexB_20260826,E,Ampicillin,43.28,4.34
Amp_MexB_20260826,E,Ampicillin,43.16,4.35
Amp_MexB_20260826,E,Ampicillin,43.03,4.35
Amp_MexB_20260826,E,Ampicillin,42.90,4.36
Amp_MexB_20260826,E,Ampicillin,42.76,4.36
Amp_MexB_20260826,E,Ampicillin,42.62,4.35
Amp_MexB_20260826,E,Ampicillin,42.48,4.33
Amp_MexB_20260826,E,Ampicillin,42.34,4.32
Amp_MexB_20260826,E,Ampicillin,42.21,4.31
Amp_MexB_20260826,E,Ampicillin,42.08,4.26
Amp_MexB_20260826,E,Ampicillin,41.95,4.22
Amp_MexB_20260826,E,Ampicillin,41.82,4.18
Amp_MexB_20260826,E,Ampicillin,41.69,4.14
Amp_MexB_20260826,E,Ampicillin,41.56,4.11
Amp_MexB_20260826,E,Ampicillin,41.42,4.05
Amp_MexB_20260826,E,Ampicillin,41.29,4.00
Amp_MexB_20260826,E,Ampicillin,41.16,3.95
Amp_MexB_20260826,E,Ampicillin,41.02,3.90
Amp_MexB_20260826,E,Ampicillin,40.89,3.86
Amp_MexB_20260826,E,Ampicillin,40.74,3.80
Amp_MexB_20260826,E,Ampicillin,40.60,3.74
Amp_MexB_20260826,E,Ampicillin,40.46,3.69
Amp_MexB_20260826,E,Ampicillin,40.31,3.63
Amp_MexB_20260826,E,Ampicillin,40.17,3.59
Amp_MexB_20260826,E,Ampicillin,40.04,3.55
Amp_MexB_20260826,E,Ampicillin,39.90,3.51
Amp_MexB_20260826,E,Ampicillin,39.77,3.48
Amp_MexB_20260826,E,Ampicillin,39.64,3.45
Amp_MexB_20260826,E,Ampicillin,39.50,3.42
Amp_MexB_20260826,E,Ampicillin,39.36,3.38
Amp_MexB_20260826,E,Ampicillin,39.23,3.35
Amp_MexB_20260826,E,Ampicillin,39.09,3.33
Amp_MexB_20260826,E,Ampicillin,38.95,3.31
Amp_MexB_20260826,E,Ampicillin,38.83,3.28
Amp_MexB_20260826,E,Ampicillin,38.71,3.26
Amp_MexB_20260826,E,Ampicillin,38.60,3.23
Amp_MexB_20260826,E,Ampicillin,38.48,3.19
Amp_MexB_20260826,E,Ampicillin,38.34,3.15
Amp_MexB_20260826,E,Ampicillin,38.20,3.11
Amp_MexB_20260826,E,Ampicillin,38.05,3.08
Amp_MexB_20260826,E,Ampicillin,37.94,3.05
Amp_MexB_20260826,E,Ampicillin,37.83,3.02
Amp_MexB_20260826,E,Ampicillin,37.71,3.00
Amp_MexB_20260826,E,Ampicillin,37.60,2.97
Amp_MexB_20260826,E,Ampicillin,37.46,2.94
Amp_MexB_20260826,E,Ampicillin,37.32,2.91
Amp_MexB_20260826,E,Ampicillin,37.18,2.88
Amp_MexB_20260826,E,Ampicillin,37.04,2.84
Amp_MexB_20260826,E,Ampicillin,36.90,2.81
Amp_MexB_20260826,E,Ampicillin,36.76,2.77
Amp_MexB_20260826,E,Ampicillin,36.61,2.74
Amp_MexB_20260826,E,Ampicillin,36.47,2.70
Amp_MexB_20260826,E,Ampicillin,36.32,2.67
Amp_MexB_20260826,E,Ampicillin,36.19,2.63
Amp_MexB_20260826,E,Ampicillin,36.06,2.59
Amp_MexB_20260826,E,Ampicillin,35.92,2.55
Amp_MexB_20260826,E,Ampicillin,35.80,2.51
Amp_MexB_20260826,E,Ampicillin,35.68,2.48
Amp_MexB_20260826,E,Ampicillin,35.55,2.45
Amp_MexB_20260826,E,Ampicillin,35.43,2.42
Amp_MexB_20260826,E,Ampicillin,35.31,2.39
Amp_MexB_20260826,E,Ampicillin,35.19,2.37
Amp_MexB_20260826,E,Ampicillin,35.07,2.34
Amp_MexB_20260826,E,Ampicillin,34.95,2.32
Amp_MexB_20260826,E,Ampicillin,34.83,2.31
Amp_MexB_20260826,E,Ampicillin,34.71,2.28
Amp_MexB_20260826,E,Ampicillin,34.58,2.27
Amp_MexB_20260826,E,Ampicillin,34.46,2.25
Amp_MexB_20260826,E,Ampicillin,34.33,2.23
Amp_MexB_20260826,E,Ampicillin,34.20,2.22
Amp_MexB_20260826,E,Ampicillin,34.07,2.21
Amp_MexB_20260826,E,Ampicillin,33.94,2.21
Amp_MexB_20260826,E,Ampicillin,33.80,2.21
Amp_MexB_20260826,E,Ampicillin,33.67,2.21
Amp_MexB_20260826,E,Ampicillin,33.53,2.22
Amp_MexB_20260826,E,Ampicillin,33.40,2.23
Amp_MexB_20260826,E,Ampicillin,33.26,2.25
Amp_MexB_20260826,E,Ampicillin,33.13,2.27
Amp_MexB_20260826,E,Ampicillin,33.00,2.29
Amp_MexB_20260826,E,Ampicillin,32.87,2.32
Amp_MexB_20260826,E,Ampicillin,32.74,2.35
Amp_MexB_20260826,E,Ampicillin,32.62,2.38
Amp_MexB_20260826,E,Ampicillin,32.49,2.41
Amp_MexB_20260826,E,Ampicillin,32.37,2.46
Amp_MexB_20260826,E,Ampicillin,32.25,2.50
Amp_MexB_20260826,E,Ampicillin,32.13,2.55
Amp_MexB_20260826,E,Ampicillin,32.01,2.59
Amp_MexB_20260826,E,Ampicillin,31.90,2.63
Amp_MexB_20260826,E,Ampicillin,31.78,2.67
Amp_MexB_20260826,E,Ampicillin,31.67,2.69
Amp_MexB_20260826,E,Ampicillin,31.56,2.72
Amp_MexB_20260826,E,Ampicillin,31.44,2.74
Amp_MexB_20260826,E,Ampicillin,31.33,2.74
Amp_MexB_20260826,E,Ampicillin,31.21,2.73
Amp_MexB_20260826,E,Ampicillin,31.10,2.72
Amp_MexB_20260826,E,Ampicillin,30.99,2.70
Amp_MexB_20260826,E,Ampicillin,30.88,2.68
Amp_MexB_20260826,E,Ampicillin,30.78,2.66
Amp_MexB_20260826,E,Ampicillin,30.64,2.63
Amp_MexB_20260826,E,Ampicillin,30.51,2.58
Amp_MexB_20260826,E,Ampicillin,30.37,2.54
Amp_MexB_20260826,E,Ampicillin,30.23,2.50
Amp_MexB_20260826,E,Ampicillin,30.09,2.46
Amp_MexB_20260826,E,Ampicillin,29.95,2.43
Amp_MexB_20260826,E,Ampicillin,29.83,2.41
Amp_MexB_20260826,E,Ampicillin,29.71,2.38
Amp_MexB_20260826,E,Ampicillin,29.59,2.37
Amp_MexB_20260826,E,Ampicillin,29.46,2.35
Amp_MexB_20260826,E,Ampicillin,29.34,2.34
Amp_MexB_20260826,E,Ampicillin,29.21,2.33
Amp_MexB_20260826,E,Ampicillin,29.07,2.31
Amp_MexB_20260826,E,Ampicillin,28.93,2.31
Amp_MexB_20260826,E,Ampicillin,28.79,2.30
Amp_MexB_20260826,E,Ampicillin,28.65,2.29
Amp_MexB_20260826,E,Ampicillin,28.51,2.28
Amp_MexB_20260826,E,Ampicillin,28.36,2.28
Amp_MexB_20260826,E,Ampicillin,28.25,2.28
Amp_MexB_20260826,E,Ampicillin,28.14,2.28
Amp_MexB_20260826,E,Ampicillin,28.03,2.28
Amp_MexB_20260826,E,Ampicillin,27.91,2.29
Amp_MexB_20260826,E,Ampicillin,27.79,2.29
Amp_MexB_20260826,E,Ampicillin,27.66,2.29
Amp_MexB_20260826,E,Ampicillin,27.54,2.30
Amp_MexB_20260826,E,Ampicillin,27.42,2.31
Amp_MexB_20260826,E,Ampicillin,27.28,2.32
Amp_MexB_20260826,E,Ampicillin,27.14,2.34
Amp_MexB_20260826,E,Ampicillin,27.00,2.36
Amp_MexB_20260826,E,Ampicillin,26.87,2.39
Amp_MexB_20260826,E,Ampicillin,26.74,2.41
Amp_MexB_20260826,E,Ampicillin,26.62,2.44
Amp_MexB_20260826,E,Ampicillin,26.49,2.46
Amp_MexB_20260826,E,Ampicillin,26.37,2.50
Amp_MexB_20260826,E,Ampicillin,26.23,2.52
Amp_MexB_20260826,E,Ampicillin,26.10,2.55
Amp_MexB_20260826,E,Ampicillin,25.96,2.59
Amp_MexB_20260826,E,Ampicillin,25.84,2.60
Amp_MexB_20260826,E,Ampicillin,25.71,2.59
Amp_MexB_20260826,E,Ampicillin,25.59,2.58
Amp_MexB_20260826,E,Ampicillin,25.47,2.58
Amp_MexB_20260826,E,Ampicillin,25.34,2.57
Amp_MexB_20260826,E,Ampicillin,25.21,2.56
Amp_MexB_20260826,E,Ampicillin,25.08,2.56
Amp_MexB_20260826,E,Ampicillin,24.95,2.56
Amp_MexB_20260826,E,Ampicillin,24.83,2.54
Amp_MexB_20260826,E,Ampicillin,24.70,2.54
Amp_MexB_20260826,E,Ampicillin,24.57,2.53
Amp_MexB_20260826,E,Ampicillin,24.45,2.53
Amp_MexB_20260826,E,Ampicillin,24.33,2.53
Amp_MexB_20260826,E,Ampicillin,24.21,2.53
Amp_MexB_20260826,E,Ampicillin,24.09,2.54
Amp_MexB_20260826,E,Ampicillin,23.97,2.55
Amp_MexB_20260826,E,Ampicillin,23.86,2.56
Amp_MexB_20260826,E,Ampicillin,23.74,2.57
Amp_MexB_20260826,E,Ampicillin,23.63,2.58
Amp_MexB_20260826,E,Ampicillin,23.51,2.59
Amp_MexB_20260826,E,Ampicillin,23.37,2.62
Amp_MexB_20260826,E,Ampicillin,23.23,2.64
Amp_MexB_20260826,E,Ampicillin,23.09,2.65
Amp_MexB_20260826,E,Ampicillin,22.97,2.66
Amp_MexB_20260826,E,Ampicillin,22.85,2.67
Amp_MexB_20260826,E,Ampicillin,22.73,2.67
Amp_MexB_20260826,E,Ampicillin,22.61,2.67
Amp_MexB_20260826,E,Ampicillin,22.50,2.68
Amp_MexB_20260826,E,Ampicillin,22.38,2.68
Amp_MexB_20260826,E,Ampicillin,22.25,2.69
Amp_MexB_20260826,E,Ampicillin,22.12,2.69
Amp_MexB_20260826,E,Ampicillin,21.99,2.70
Amp_MexB_20260826,E,Ampicillin,21.84,2.72
Amp_MexB_20260826,E,Ampicillin,21.69,2.74
Amp_MexB_20260826,E,Ampicillin,21.55,2.76
Amp_MexB_20260826,E,Ampicillin,21.42,2.78
Amp_MexB_20260826,E,Ampicillin,21.29,2.80
Amp_MexB_20260826,E,Ampicillin,21.17,2.82
Amp_MexB_20260826,E,Ampicillin,21.04,2.84
Amp_MexB_20260826,E,Ampicillin,20.90,2.86
Amp_MexB_20260826,E,Ampicillin,20.76,2.87
Amp_MexB_20260826,E,Ampicillin,20.62,2.89
Amp_MexB_20260826,E,Ampicillin,20.48,2.92
Amp_MexB_20260826,E,Ampicillin,20.34,2.92
Amp_MexB_20260826,E,Ampicillin,20.19,2.93
Amp_MexB_20260826,E,Ampicillin,20.04,2.95
Amp_MexB_20260826,E,Ampicillin,19.89,2.97
Amp_MexB_20260826,E,Ampicillin,19.75,2.98
Amp_MexB_20260826,E,Ampicillin,19.60,2.99
Amp_MexB_20260826,E,Ampicillin,19.46,3.01
Amp_MexB_20260826,E,Ampicillin,19.31,3.03
Amp_MexB_20260826,E,Ampicillin,19.18,3.05
Amp_MexB_20260826,E,Ampicillin,19.05,3.08
Amp_MexB_20260826,E,Ampicillin,18.92,3.10
Amp_MexB_20260826,E,Ampicillin,18.79,3.13
Amp_MexB_20260826,E,Ampicillin,18.67,3.16
Amp_MexB_20260826,E,Ampicillin,18.55,3.18
Amp_MexB_20260826,E,Ampicillin,18.43,3.22
Amp_MexB_20260826,E,Ampicillin,18.31,3.25
Amp_MexB_20260826,E,Ampicillin,18.18,3.28
Amp_MexB_20260826,E,Ampicillin,18.06,3.32
Amp_MexB_20260826,E,Ampicillin,17.94,3.36
Amp_MexB_20260826,E,Ampicillin,17.81,3.41
Amp_MexB_20260826,E,Ampicillin,17.68,3.45
Amp_MexB_20260826,E,Ampicillin,17.54,3.50
Amp_MexB_20260826,E,Ampicillin,17.41,3.55
Amp_MexB_20260826,E,Ampicillin,17.27,3.60
Amp_MexB_20260826,E,Ampicillin,17.14,3.64
Amp_MexB_20260826,E,Ampicillin,17.02,3.69
Amp_MexB_20260826,E,Ampicillin,16.89,3.74
Amp_MexB_20260826,E,Ampicillin,16.77,3.79
Amp_MexB_20260826,E,Ampicillin,16.64,3.84
Amp_MexB_20260826,E,Ampicillin,16.50,3.88
Amp_MexB_20260826,E,Ampicillin,16.36,3.91
Amp_MexB_20260826,E,Ampicillin,16.22,3.96
Amp_MexB_20260826,E,Ampicillin,16.09,4.00
Amp_MexB_20260826,E,Ampicillin,15.95,4.05
Amp_MexB_20260826,E,Ampicillin,15.81,4.07
Amp_MexB_20260826,E,Ampicillin,15.67,4.11
Amp_MexB_20260826,E,Ampicillin,15.53,4.14
Amp_MexB_20260826,E,Ampicillin,15.39,4.18
Amp_MexB_20260826,E,Ampicillin,15.26,4.22
Amp_MexB_20260826,E,Ampicillin,15.13,4.20
Amp_MexB_20260826,E,Ampicillin,15.00,4.17
Amp_MexB_20260826,E,Ampicillin,14.88,4.15
Amp_MexB_20260826,E,Ampicillin,14.75,4.13
Amp_MexB_20260826,E,Ampicillin,14.62,4.11
Amp_MexB_20260826,E,Ampicillin,14.49,4.06
Amp_MexB_20260826,E,Ampicillin,14.36,4.02
Amp_MexB_20260826,E,Ampicillin,14.23,3.97
Amp_MexB_20260826,E,Ampicillin,14.10,3.93
Amp_MexB_20260826,E,Ampicillin,13.99,3.89
Amp_MexB_20260826,E,Ampicillin,13.88,3.86
Amp_MexB_20260826,E,Ampicillin,13.77,3.82
Amp_MexB_20260826,E,Ampicillin,13.67,3.78
Amp_MexB_20260826,E,Ampicillin,13.64,3.79
Amp_MexB_20260826,E,Ampicillin,13.55,3.81
Amp_MexB_20260826,E,Ampicillin,13.42,3.86
Amp_MexB_20260826,E,Ampicillin,13.28,3.90
Amp_MexB_20260826,E,Ampicillin,13.15,3.94
Amp_MexB_20260826,E,Ampicillin,13.02,3.98
Amp_MexB_20260826,E,Ampicillin,12.89,4.03
Amp_MexB_20260826,E,Ampicillin,12.78,4.07
Amp_MexB_20260826,E,Ampicillin,12.66,4.11
Amp_MexB_20260826,E,Ampicillin,12.54,4.16
Amp_MexB_20260826,E,Ampicillin,12.42,4.20
Amp_MexB_20260826,E,Ampicillin,12.29,4.26
Amp_MexB_20260826,E,Ampicillin,12.16,4.26
Amp_MexB_20260826,E,Ampicillin,12.03,4.26
Amp_MexB_20260826,E,Ampicillin,11.90,4.27
Amp_MexB_20260826,E,Ampicillin,11.77,4.28
Amp_MexB_20260826,E,Ampicillin,11.63,4.26
Amp_MexB_20260826,E,Ampicillin,11.50,4.25
Amp_MexB_20260826,E,Ampicillin,11.36,4.24
Amp_MexB_20260826,E,Ampicillin,11.22,4.22
Amp_MexB_20260826,E,Ampicillin,11.09,4.20
Amp_MexB_20260826,E,Ampicillin,10.95,4.18
Amp_MexB_20260826,E,Ampicillin,10.82,4.16
Amp_MexB_20260826,E,Ampicillin,10.68,4.15
Amp_MexB_20260826,E,Ampicillin,10.55,4.14
Amp_MexB_20260826,E,Ampicillin,10.42,4.13
Amp_MexB_20260826,E,Ampicillin,10.28,4.13
Amp_MexB_20260826,E,Ampicillin,10.15,4.11
Amp_MexB_20260826,E,Ampicillin,10.02,4.09
Amp_MexB_20260826,E,Ampicillin,9.89,4.08
Amp_MexB_20260826,E,Ampicillin,9.76,4.07
Amp_MexB_20260826,E,Ampicillin,9.63,4.08
Amp_MexB_20260826,E,Ampicillin,9.49,4.09
Amp_MexB_20260826,E,Ampicillin,9.36,4.10
Amp_MexB_20260826,E,Ampicillin,9.23,4.12
Amp_MexB_20260826,E,Ampicillin,9.10,4.11
Amp_MexB_20260826,E,Ampicillin,8.96,4.11
Amp_MexB_20260826,E,Ampicillin,8.83,4.11
Amp_MexB_20260826,E,Ampicillin,8.69,4.11
Amp_MexB_20260826,E,Ampicillin,8.55,4.12
Amp_MexB_20260826,E,Ampicillin,8.42,4.13
Amp_MexB_20260826,E,Ampicillin,8.28,4.15
Amp_MexB_20260826,E,Ampicillin,8.14,4.17
Amp_MexB_20260826,E,Ampicillin,8.01,4.17
Amp_MexB_20260826,E,Ampicillin,7.87,4.17
Amp_MexB_20260826,E,Ampicillin,7.74,4.18
Amp_MexB_20260826,E,Ampicillin,7.60,4.19
Amp_MexB_20260826,E,Ampicillin,7.47,4.20
Amp_MexB_20260826,E,Ampicillin,7.35,4.18
Amp_MexB_20260826,E,Ampicillin,7.22,4.16
Amp_MexB_20260826,E,Ampicillin,7.09,4.14
Amp_MexB_20260826,E,Ampicillin,6.97,4.13
Amp_MexB_20260826,E,Ampicillin,6.85,4.11
Amp_MexB_20260826,E,Ampicillin,6.72,4.10
Amp_MexB_20260826,E,Ampicillin,6.60,4.08
Amp_MexB_20260826,E,Ampicillin,6.48,4.07
Amp_MexB_20260826,E,Ampicillin,6.36,4.06
Amp_MexB_20260826,E,Ampicillin,6.23,4.06
Amp_MexB_20260826,E,Ampicillin,6.11,4.06
Amp_MexB_20260826,E,Ampicillin,5.98,4.05
Amp_MexB_20260826,E,Ampicillin,5.84,4.05
Amp_MexB_20260826,E,Ampicillin,5.71,4.06
Amp_MexB_20260826,E,Ampicillin,5.58,4.07
Amp_MexB_20260826,E,Ampicillin,5.43,4.07
Amp_MexB_20260826,E,Ampicillin,5.28,4.09
Amp_MexB_20260826,E,Ampicillin,5.13,4.10
Amp_MexB_20260826,E,Ampicillin,4.98,4.12
Amp_MexB_20260826,E,Ampicillin,4.84,4.12
Amp_MexB_20260826,E,Ampicillin,4.71,4.13
Amp_MexB_20260826,E,Ampicillin,4.58,4.14
Amp_MexB_20260826,E,Ampicillin,4.45,4.15
Amp_MexB_20260826,E,Ampicillin,4.32,4.17
Amp_MexB_20260826,E,Ampicillin,4.17,4.17
Amp_MexB_20260826,E,Ampicillin,4.03,4.18
Amp_MexB_20260826,E,Ampicillin,3.88,4.19
Amp_MexB_20260826,E,Ampicillin,3.74,4.21
Amp_MexB_20260826,E,Ampicillin,3.59,4.23
Amp_MexB_20260826,E,Ampicillin,3.46,4.23
Amp_MexB_20260826,E,Ampicillin,3.32,4.23
Amp_MexB_20260826,E,Ampicillin,3.19,4.23
Amp_MexB_20260826,E,Ampicillin,3.05,4.24
Amp_MexB_20260826,E,Ampicillin,2.92,4.26
Amp_MexB_20260826,E,Ampicillin,2.78,4.27
Amp_MexB_20260826,E,Ampicillin,2.64,4.25
Amp_MexB_20260826,E,Ampicillin,2.50,4.23
Amp_MexB_20260826,E,Ampicillin,2.36,4.21
Amp_MexB_20260826,E,Ampicillin,2.22,4.20
Amp_MexB_20260826,E,Ampicillin,2.08,4.19
Amp_MexB_20260826,E,Ampicillin,1.94,4.18
Amp_MexB_20260826,E,Ampicillin,1.79,4.10
Amp_MexB_20260826,E,Ampicillin,1.64,4.03
Amp_MexB_20260826,E,Ampicillin,1.50,3.96
Amp_MexB_20260826,E,Ampicillin,1.35,3.89
Amp_MexB_20260826,E,Ampicillin,1.20,3.83
Amp_MexB_20260826,E,Ampicillin,1.05,3.77
Amp_MexB_20260826,E,Ampicillin,0.92,3.68
