pdb,chain,ligand,depth_from_ligand_A,radius_A,enclosure_atoms_12A,kept
Amp_MexB_20260826,E,Ampicillin,0.00,2.64,256,yes
Amp_MexB_20260826,E,Ampicillin,0.13,2.72,254,yes
Amp_MexB_20260826,E,Ampicillin,0.27,2.80,252,yes
Amp_MexB_20260826,E,Ampicillin,0.40,2.88,250,yes
Amp_MexB_20260826,E,Ampicillin,0.53,2.97,247,yes
Amp_MexB_20260826,E,Ampicillin,0.66,3.06,248,yes
Amp_MexB_20260826,E,Ampicillin,0.79,3.14,249,yes
Amp_MexB_20260826,E,Ampicillin,0.92,3.22,253,yes
Amp_MexB_20260826,E,Ampicillin,1.04,3.29,255,yes
Amp_MexB_20260826,E,Ampicillin,1.17,3.35,254,yes
Amp_MexB_20260826,E,Ampicillin,1.30,3.38,257,yes
Amp_MexB_20260826,E,Ampicillin,1.43,3.41,256,yes
Amp_MexB_20260826,E,Ampicillin,1.56,3.44,255,yes
Amp_MexB_20260826,E,Ampicillin,1.68,3.43,256,yes
Amp_MexB_20260826,E,Ampicillin,1.80,3.41,257,yes
Amp_MexB_20260826,E,Ampicillin,1.92,3.40,259,yes
Amp_MexB_20260826,E,Ampicillin,2.04,3.39,260,yes
Amp_MexB_20260826,E,Ampicillin,2.16,3.36,259,yes
Amp_MexB_20260826,E,Ampicillin,2.28,3.32,255,yes
Amp_MexB_20260826,E,Ampicillin,2.40,3.29,257,yes
Amp_MexB_20260826,E,Ampicillin,2.52,3.27,258,yes
Amp_MexB_20260826,E,Ampicillin,2.62,3.24,257,yes
Amp_MexB_20260826,E,Ampicillin,2.72,3.22,259,yes
Amp_MexB_20260826,E,Ampicillin,2.82,3.19,261,yes
Amp_MexB_20260826,E,Ampicillin,2.92,3.17,263,yes
Amp_MexB_20260826,E,Ampicillin,3.02,3.14,262,yes
Amp_MexB_20260826,E,Ampicillin,3.16,3.14,263,yes
Amp_MexB_20260826,E,Ampicillin,3.31,3.14,265,yes
Amp_MexB_20260826,E,Ampicillin,3.44,3.12,266,yes
Amp_MexB_20260826,E,Ampicillin,3.58,3.11,265,yes
Amp_MexB_20260826,E,Ampicillin,3.68,3.10,265,yes
Amp_MexB_20260826,E,Ampicillin,3.78,3.10,265,yes
Amp_MexB_20260826,E,Ampicillin,3.87,3.07,268,yes
Amp_MexB_20260826,E,Ampicillin,3.99,3.09,264,yes
Amp_MexB_20260826,E,Ampicillin,4.11,3.10,263,yes
Amp_MexB_20260826,E,Ampicillin,4.24,3.12,258,yes
Amp_MexB_20260826,E,Ampicillin,4.36,3.14,260,yes
Amp_MexB_20260826,E,Ampicillin,4.48,3.13,260,yes
Amp_MexB_20260826,E,Ampicillin,4.60,3.12,261,yes
Amp_MexB_20260826,E,Ampicillin,4.73,3.12,261,yes
Amp_MexB_20260826,E,Ampicillin,4.85,3.11,261,yes
Amp_MexB_20260826,E,Ampicillin,4.97,3.12,259,yes
Amp_MexB_20260826,E,Ampicillin,5.11,3.11,258,yes
Amp_MexB_20260826,E,Ampicillin,5.25,3.10,259,yes
Amp_MexB_20260826,E,Ampicillin,5.40,3.10,261,yes
Amp_MexB_20260826,E,Ampicillin,5.54,3.10,262,yes
Amp_MexB_20260826,E,Ampicillin,5.68,3.10,261,yes
Amp_MexB_20260826,E,Ampicillin,5.82,3.11,260,yes
Amp_MexB_20260826,E,Ampicillin,5.96,3.11,259,yes
Amp_MexB_20260826,E,Ampicillin,6.09,3.12,263,yes
Amp_MexB_20260826,E,Ampicillin,6.23,3.14,263,yes
Amp_MexB_20260826,E,Ampicillin,6.37,3.15,262,yes
Amp_MexB_20260826,E,Ampicillin,6.50,3.17,263,yes
Amp_MexB_20260826,E,Ampicillin,6.63,3.19,262,yes
Amp_MexB_20260826,E,Ampicillin,6.76,3.22,260,yes
Amp_MexB_20260826,E,Ampicillin,6.89,3.25,263,yes
Amp_MexB_20260826,E,Ampicillin,6.99,3.26,262,yes
Amp_MexB_20260826,E,Ampicillin,7.10,3.26,266,yes
Amp_MexB_20260826,E,Ampicillin,7.20,3.27,267,yes
Amp_MexB_20260826,E,Ampicillin,7.30,3.23,263,yes
Amp_MexB_20260826,E,Ampicillin,7.41,3.20,257,yes
Amp_MexB_20260826,E,Ampicillin,7.51,3.16,254,yes
Amp_MexB_20260826,E,Ampicillin,7.64,3.12,252,yes
Amp_MexB_20260826,E,Ampicillin,7.76,3.08,249,yes
Amp_MexB_20260826,E,Ampicillin,7.89,3.04,246,yes
Amp_MexB_20260826,E,Ampicillin,8.01,3.00,246,yes
Amp_MexB_20260826,E,Ampicillin,8.15,2.97,244,yes
Amp_MexB_20260826,E,Ampicillin,8.29,2.94,244,yes
Amp_MexB_20260826,E,Ampicillin,8.43,2.92,241,yes
Amp_MexB_20260826,E,Ampicillin,8.57,2.90,239,yes
Amp_MexB_20260826,E,Ampicillin,8.70,2.88,233,yes
Amp_MexB_20260826,E,Ampicillin,8.83,2.87,230,yes
Amp_MexB_20260826,E,Ampicillin,8.97,2.86,225,yes
Amp_MexB_20260826,E,Ampicillin,9.10,2.85,226,yes
Amp_MexB_20260826,E,Ampicillin,9.22,2.85,223,yes
Amp_MexB_20260826,E,Ampicillin,9.33,2.85,223,yes
Amp_MexB_20260826,E,Ampicillin,9.45,2.85,222,yes
Amp_MexB_20260826,E,Ampicillin,9.57,2.86,224,yes
Amp_MexB_20260826,E,Ampicillin,9.71,2.87,225,yes
Amp_MexB_20260826,E,Ampicillin,9.85,2.88,224,yes
Amp_MexB_20260826,E,Ampicillin,10.00,2.90,225,yes
Amp_MexB_20260826,E,Ampicillin,10.14,2.92,223,yes
Amp_MexB_20260826,E,Ampicillin,10.28,2.95,224,yes
Amp_MexB_20260826,E,Ampicillin,10.42,2.97,227,yes
Amp_MexB_20260826,E,Ampicillin,10.57,3.01,228,yes
Amp_MexB_20260826,E,Ampicillin,10.72,3.06,230,yes
Amp_MexB_20260826,E,Ampicillin,10.87,3.10,231,yes
Amp_MexB_20260826,E,Ampicillin,11.01,3.12,230,yes
Amp_MexB_20260826,E,Ampicillin,11.16,3.14,233,yes
Amp_MexB_20260826,E,Ampicillin,11.30,3.17,231,yes
Amp_MexB_20260826,E,Ampicillin,11.45,3.19,232,yes
Amp_MexB_20260826,E,Ampicillin,11.59,3.21,233,yes
Amp_MexB_20260826,E,Ampicillin,11.74,3.23,234,yes
Amp_MexB_20260826,E,Ampicillin,11.86,3.23,236,yes
Amp_MexB_20260826,E,Ampicillin,11.98,3.23,238,yes
Amp_MexB_20260826,E,Ampicillin,12.11,3.23,242,yes
Amp_MexB_20260826,E,Ampicillin,12.23,3.22,239,yes
Amp_MexB_20260826,E,Ampicillin,12.36,3.22,239,yes
Amp_MexB_20260826,E,Ampicillin,12.49,3.22,238,yes
Amp_MexB_20260826,E,Ampicillin,12.63,3.23,238,yes
Amp_MexB_20260826,E,Ampicillin,12.76,3.23,240,yes
Amp_MexB_20260826,E,Ampicillin,12.90,3.24,240,yes
Amp_MexB_20260826,E,Ampicillin,13.05,3.25,242,yes
Amp_MexB_20260826,E,Ampicillin,13.19,3.27,240,yes
Amp_MexB_20260826,E,Ampicillin,13.34,3.30,241,yes
Amp_MexB_20260826,E,Ampicillin,13.46,3.32,243,yes
Amp_MexB_20260826,E,Ampicillin,13.59,3.35,239,yes
Amp_MexB_20260826,E,Ampicillin,13.71,3.37,234,yes
Amp_MexB_20260826,E,Ampicillin,13.83,3.40,236,yes
Amp_MexB_20260826,E,Ampicillin,13.96,3.44,238,yes
Amp_MexB_20260826,E,Ampicillin,14.09,3.48,239,yes
Amp_MexB_20260826,E,Ampicillin,14.21,3.52,242,yes
Amp_MexB_20260826,E,Ampicillin,14.34,3.56,241,yes
Amp_MexB_20260826,E,Ampicillin,14.47,3.60,244,yes
Amp_MexB_20260826,E,Ampicillin,14.60,3.65,247,yes
Amp_MexB_20260826,E,Ampicillin,14.72,3.68,248,yes
Amp_MexB_20260826,E,Ampicillin,14.84,3.70,248,yes
Amp_MexB_20260826,E,Ampicillin,14.97,3.74,247,yes
Amp_MexB_20260826,E,Ampicillin,15.09,3.77,247,yes
Amp_MexB_20260826,E,Ampicillin,15.21,3.81,248,yes
Amp_MexB_20260826,E,Ampicillin,15.34,3.82,245,yes
Amp_MexB_20260826,E,Ampicillin,15.48,3.83,248,yes
Amp_MexB_20260826,E,Ampicillin,15.61,3.85,246,yes
Amp_MexB_20260826,E,Ampicillin,15.74,3.87,249,yes
Amp_MexB_20260826,E,Ampicillin,15.89,3.87,251,yes
Amp_MexB_20260826,E,Ampicillin,16.03,3.88,247,yes
Amp_MexB_20260826,E,Ampicillin,16.18,3.89,245,yes
Amp_MexB_20260826,E,Ampicillin,16.29,3.89,244,yes
Amp_MexB_20260826,E,Ampicillin,16.40,3.90,243,yes
Amp_MexB_20260826,E,Ampicillin,16.51,3.90,243,yes
Amp_MexB_20260826,E,Ampicillin,16.63,3.92,243,yes
Amp_MexB_20260826,E,Ampicillin,16.75,3.95,243,yes
Amp_MexB_20260826,E,Ampicillin,16.85,3.97,248,yes
Amp_MexB_20260826,E,Ampicillin,16.94,3.99,250,yes
Amp_MexB_20260826,E,Ampicillin,17.03,4.01,253,yes
Amp_MexB_20260826,E,Ampicillin,17.12,4.04,253,yes
Amp_MexB_20260826,E,Ampicillin,17.24,4.07,257,yes
Amp_MexB_20260826,E,Ampicillin,17.36,4.11,255,yes
Amp_MexB_20260826,E,Ampicillin,17.46,4.15,253,yes
Amp_MexB_20260826,E,Ampicillin,17.57,4.17,255,yes
Amp_MexB_20260826,E,Ampicillin,17.68,4.20,257,yes
Amp_MexB_20260826,E,Ampicillin,17.81,4.21,254,yes
Amp_MexB_20260826,E,Ampicillin,17.94,4.22,253,yes
Amp_MexB_20260826,E,Ampicillin,18.07,4.24,252,yes
Amp_MexB_20260826,E,Ampicillin,18.21,4.24,252,yes
Amp_MexB_20260826,E,Ampicillin,18.35,4.25,254,yes
Amp_MexB_20260826,E,Ampicillin,18.49,4.25,256,yes
Amp_MexB_20260826,E,Ampicillin,18.62,4.25,260,yes
Amp_MexB_20260826,E,Ampicillin,18.75,4.26,260,yes
Amp_MexB_20260826,E,Ampicillin,18.88,4.27,261,yes
Amp_MexB_20260826,E,Ampicillin,18.98,4.27,263,yes
Amp_MexB_20260826,E,Ampicillin,19.08,4.29,263,yes
Amp_MexB_20260826,E,Ampicillin,19.18,4.30,263,yes
Amp_MexB_20260826,E,Ampicillin,19.29,4.31,261,yes
Amp_MexB_20260826,E,Ampicillin,19.39,4.32,263,yes
Amp_MexB_20260826,E,Ampicillin,19.52,4.34,266,yes
Amp_MexB_20260826,E,Ampicillin,19.64,4.35,265,yes
Amp_MexB_20260826,E,Ampicillin,19.77,4.35,265,yes
Amp_MexB_20260826,E,Ampicillin,19.90,4.36,269,yes
Amp_MexB_20260826,E,Ampicillin,20.03,4.36,268,yes
Amp_MexB_20260826,E,Ampicillin,20.17,4.35,268,yes
Amp_MexB_20260826,E,Ampicillin,20.31,4.33,270,yes
Amp_MexB_20260826,E,Ampicillin,20.45,4.32,274,yes
Amp_MexB_20260826,E,Ampicillin,20.59,4.31,275,yes
Amp_MexB_20260826,E,Ampicillin,20.72,4.26,276,yes
Amp_MexB_20260826,E,Ampicillin,20.85,4.22,275,yes
Amp_MexB_20260826,E,Ampicillin,20.98,4.18,279,yes
Amp_MexB_20260826,E,Ampicillin,21.11,4.14,277,yes
Amp_MexB_20260826,E,Ampicillin,21.24,4.11,276,yes
Amp_MexB_20260826,E,Ampicillin,21.37,4.05,275,yes
Amp_MexB_20260826,E,Ampicillin,21.51,4.00,276,yes
Amp_MexB_20260826,E,Ampicillin,21.64,3.95,274,yes
Amp_MexB_20260826,E,Ampicillin,21.78,3.90,270,yes
Amp_MexB_20260826,E,Ampicillin,21.91,3.86,272,yes
Amp_MexB_20260826,E,Ampicillin,22.05,3.80,272,yes
Amp_MexB_20260826,E,Ampicillin,22.20,3.74,274,yes
Amp_MexB_20260826,E,Ampicillin,22.34,3.69,277,yes
Amp_MexB_20260826,E,Ampicillin,22.48,3.63,275,yes
Amp_MexB_20260826,E,Ampicillin,22.63,3.59,275,yes
Amp_MexB_20260826,E,Ampicillin,22.76,3.55,273,yes
Amp_MexB_20260826,E,Ampicillin,22.89,3.51,269,yes
Amp_MexB_20260826,E,Ampicillin,23.03,3.48,268,yes
Amp_MexB_20260826,E,Ampicillin,23.16,3.45,267,yes
Amp_MexB_20260826,E,Ampicillin,23.29,3.42,267,yes
Amp_MexB_20260826,E,Ampicillin,23.43,3.38,265,yes
Amp_MexB_20260826,E,Ampicillin,23.57,3.35,264,yes
Amp_MexB_20260826,E,Ampicillin,23.71,3.33,264,yes
Amp_MexB_20260826,E,Ampicillin,23.85,3.31,265,yes
Amp_MexB_20260826,E,Ampicillin,23.97,3.28,264,yes
Amp_MexB_20260826,E,Ampicillin,24.08,3.26,266,yes
Amp_MexB_20260826,E,Ampicillin,24.20,3.23,265,yes
Amp_MexB_20260826,E,Ampicillin,24.31,3.19,264,yes
Amp_MexB_20260826,E,Ampicillin,24.46,3.15,263,yes
Amp_MexB_20260826,E,Ampicillin,24.60,3.11,263,yes
Amp_MexB_20260826,E,Ampicillin,24.75,3.08,261,yes
Amp_MexB_20260826,E,Ampicillin,24.86,3.05,254,yes
Amp_MexB_20260826,E,Ampicillin,24.97,3.02,254,yes
Amp_MexB_20260826,E,Ampicillin,25.08,3.00,253,yes
Amp_MexB_20260826,E,Ampicillin,25.20,2.97,252,yes
Amp_MexB_20260826,E,Ampicillin,25.34,2.94,252,yes
Amp_MexB_20260826,E,Ampicillin,25.48,2.91,254,yes
Amp_MexB_20260826,E,Ampicillin,25.61,2.88,256,yes
Amp_MexB_20260826,E,Ampicillin,25.76,2.84,256,yes
Amp_MexB_20260826,E,Ampicillin,25.90,2.81,257,yes
Amp_MexB_20260826,E,Ampicillin,26.04,2.77,255,yes
Amp_MexB_20260826,E,Ampicillin,26.18,2.74,254,yes
Amp_MexB_20260826,E,Ampicillin,26.33,2.70,253,yes
Amp_MexB_20260826,E,Ampicillin,26.48,2.67,252,yes
Amp_MexB_20260826,E,Ampicillin,26.61,2.63,251,yes
Amp_MexB_20260826,E,Ampicillin,26.74,2.59,251,yes
Amp_MexB_20260826,E,Ampicillin,26.87,2.55,252,yes
Amp_MexB_20260826,E,Ampicillin,27.00,2.51,252,yes
Amp_MexB_20260826,E,Ampicillin,27.12,2.48,252,yes
Amp_MexB_20260826,E,Ampicillin,27.24,2.45,250,yes
Amp_MexB_20260826,E,Ampicillin,27.36,2.42,250,yes
Amp_MexB_20260826,E,Ampicillin,27.48,2.39,248,yes
Amp_MexB_20260826,E,Ampicillin,27.60,2.37,250,yes
Amp_MexB_20260826,E,Ampicillin,27.72,2.34,251,yes
Amp_MexB_20260826,E,Ampicillin,27.84,2.32,250,yes
Amp_MexB_20260826,E,Ampicillin,27.97,2.31,247,yes
Amp_MexB_20260826,E,Ampicillin,28.09,2.28,245,yes
Amp_MexB_20260826,E,Ampicillin,28.21,2.27,249,yes
Amp_MexB_20260826,E,Ampicillin,28.34,2.25,253,yes
Amp_MexB_20260826,E,Ampicillin,28.47,2.23,256,yes
Amp_MexB_20260826,E,Ampicillin,28.60,2.22,259,yes
Amp_MexB_20260826,E,Ampicillin,28.73,2.21,260,yes
Amp_MexB_20260826,E,Ampicillin,28.86,2.21,262,yes
Amp_MexB_20260826,E,Ampicillin,28.99,2.21,261,yes
Amp_MexB_20260826,E,Ampicillin,29.13,2.21,263,yes
Amp_MexB_20260826,E,Ampicillin,29.26,2.22,262,yes
Amp_MexB_20260826,E,Ampicillin,29.40,2.23,263,yes
Amp_MexB_20260826,E,Ampicillin,29.53,2.25,263,yes
Amp_MexB_20260826,E,Ampicillin,29.67,2.27,263,yes
Amp_MexB_20260826,E,Ampicillin,29.80,2.29,264,yes
Amp_MexB_20260826,E,Ampicillin,29.93,2.32,261,yes
Amp_MexB_20260826,E,Ampicillin,30.06,2.35,257,yes
Amp_MexB_20260826,E,Ampicillin,30.18,2.38,256,yes
Amp_MexB_20260826,E,Ampicillin,30.31,2.41,257,yes
Amp_MexB_20260826,E,Ampicillin,30.43,2.46,257,yes
Amp_MexB_20260826,E,Ampicillin,30.55,2.50,257,yes
Amp_MexB_20260826,E,Ampicillin,30.67,2.55,256,yes
Amp_MexB_20260826,E,Ampicillin,30.79,2.59,252,yes
Amp_MexB_20260826,E,Ampicillin,30.90,2.63,252,yes
Amp_MexB_20260826,E,Ampicillin,31.02,2.67,253,yes
Amp_MexB_20260826,E,Ampicillin,31.13,2.69,248,yes
Amp_MexB_20260826,E,Ampicillin,31.24,2.72,250,yes
Amp_MexB_20260826,E,Ampicillin,31.36,2.74,252,yes
Amp_MexB_20260826,E,Ampicillin,31.47,2.74,251,yes
Amp_MexB_20260826,E,Ampicillin,31.59,2.73,251,yes
Amp_MexB_20260826,E,Ampicillin,31.70,2.72,250,yes
Amp_MexB_20260826,E,Ampicillin,31.81,2.70,247,yes
Amp_MexB_20260826,E,Ampicillin,31.92,2.68,246,yes
Amp_MexB_20260826,E,Ampicillin,32.02,2.66,245,yes
Amp_MexB_20260826,E,Ampicillin,32.16,2.63,246,yes
Amp_MexB_20260826,E,Ampicillin,32.29,2.58,246,yes
Amp_MexB_20260826,E,Ampicillin,32.43,2.54,244,yes
Amp_MexB_20260826,E,Ampicillin,32.56,2.50,245,yes
Amp_MexB_20260826,E,Ampicillin,32.70,2.46,246,yes
Amp_MexB_20260826,E,Ampicillin,32.84,2.43,244,yes
Amp_MexB_20260826,E,Ampicillin,32.97,2.41,244,yes
Amp_MexB_20260826,E,Ampicillin,33.09,2.38,243,yes
Amp_MexB_20260826,E,Ampicillin,33.21,2.37,242,yes
Amp_MexB_20260826,E,Ampicillin,33.33,2.35,240,yes
Amp_MexB_20260826,E,Ampicillin,33.46,2.34,240,yes
Amp_MexB_20260826,E,Ampicillin,33.59,2.33,241,yes
Amp_MexB_20260826,E,Ampicillin,33.73,2.31,238,yes
Amp_MexB_20260826,E,Ampicillin,33.87,2.31,236,yes
Amp_MexB_20260826,E,Ampicillin,34.01,2.30,237,yes
Amp_MexB_20260826,E,Ampicillin,34.15,2.29,237,yes
Amp_MexB_20260826,E,Ampicillin,34.29,2.28,236,yes
Amp_MexB_20260826,E,Ampicillin,34.43,2.28,236,yes
Amp_MexB_20260826,E,Ampicillin,34.55,2.28,234,yes
Amp_MexB_20260826,E,Ampicillin,34.66,2.28,233,yes
Amp_MexB_20260826,E,Ampicillin,34.77,2.28,235,yes
Amp_MexB_20260826,E,Ampicillin,34.89,2.29,233,yes
Amp_MexB_20260826,E,Ampicillin,35.01,2.29,231,yes
Amp_MexB_20260826,E,Ampicillin,35.13,2.29,233,yes
Amp_MexB_20260826,E,Ampicillin,35.26,2.30,234,yes
Amp_MexB_20260826,E,Ampicillin,35.38,2.31,233,yes
Amp_MexB_20260826,E,Ampicillin,35.52,2.32,233,yes
Amp_MexB_20260826,E,Ampicillin,35.66,2.34,231,yes
Amp_MexB_20260826,E,Ampicillin,35.79,2.36,231,yes
Amp_MexB_20260826,E,Ampicillin,35.93,2.39,231,yes
Amp_MexB_20260826,E,Ampicillin,36.06,2.41,229,yes
Amp_MexB_20260826,E,Ampicillin,36.18,2.44,228,yes
Amp_MexB_20260826,E,Ampicillin,36.30,2.46,228,yes
Amp_MexB_20260826,E,Ampicillin,36.43,2.50,226,yes
Amp_MexB_20260826,E,Ampicillin,36.57,2.52,225,yes
Amp_MexB_20260826,E,Ampicillin,36.70,2.55,226,yes
Amp_MexB_20260826,E,Ampicillin,36.84,2.59,226,yes
Amp_MexB_20260826,E,Ampicillin,36.96,2.60,225,yes
Amp_MexB_20260826,E,Ampicillin,37.08,2.59,226,yes
Amp_MexB_20260826,E,Ampicillin,37.21,2.58,225,yes
Amp_MexB_20260826,E,Ampicillin,37.33,2.58,224,yes
Amp_MexB_20260826,E,Ampicillin,37.46,2.57,229,yes
Amp_MexB_20260826,E,Ampicillin,37.59,2.56,229,yes
Amp_MexB_20260826,E,Ampicillin,37.72,2.56,229,yes
Amp_MexB_20260826,E,Ampicillin,37.85,2.56,230,yes
Amp_MexB_20260826,E,Ampicillin,37.97,2.54,229,yes
Amp_MexB_20260826,E,Ampicillin,38.10,2.54,229,yes
Amp_MexB_20260826,E,Ampicillin,38.22,2.53,229,yes
Amp_MexB_20260826,E,Ampicillin,38.35,2.53,230,yes
Amp_MexB_20260826,E,Ampicillin,38.47,2.53,229,yes
Amp_MexB_20260826,E,Ampicillin,38.59,2.53,228,yes
Amp_MexB_20260826,E,Ampicillin,38.71,2.54,226,yes
Amp_MexB_20260826,E,Ampicillin,38.83,2.55,225,yes
Amp_MexB_20260826,E,Ampicillin,38.94,2.56,225,yes
Amp_MexB_20260826,E,Ampicillin,39.06,2.57,223,yes
Amp_MexB_20260826,E,Ampicillin,39.17,2.58,221,yes
Amp_MexB_20260826,E,Ampicillin,39.28,2.59,222,yes
Amp_MexB_20260826,E,Ampicillin,39.43,2.62,219,yes
Amp_MexB_20260826,E,Ampicillin,39.57,2.64,218,yes
Amp_MexB_20260826,E,Ampicillin,39.71,2.65,221,yes
Amp_MexB_20260826,E,Ampicillin,39.83,2.66,219,yes
Amp_MexB_20260826,E,Ampicillin,39.95,2.67,219,yes
Amp_MexB_20260826,E,Ampicillin,40.06,2.67,217,yes
Amp_MexB_20260826,E,Ampicillin,40.18,2.67,217,yes
Amp_MexB_20260826,E,Ampicillin,40.30,2.68,218,yes
Amp_MexB_20260826,E,Ampicillin,40.42,2.68,215,yes
Amp_MexB_20260826,E,Ampicillin,40.55,2.69,216,yes
Amp_MexB_20260826,E,Ampicillin,40.68,2.69,216,yes
Amp_MexB_20260826,E,Ampicillin,40.81,2.70,216,yes
Amp_MexB_20260826,E,Ampicillin,40.96,2.72,218,yes
Amp_MexB_20260826,E,Ampicillin,41.10,2.74,219,yes
Amp_MexB_20260826,E,Ampicillin,41.25,2.76,222,yes
Amp_MexB_20260826,E,Ampicillin,41.38,2.78,221,yes
Amp_MexB_20260826,E,Ampicillin,41.50,2.80,218,yes
Amp_MexB_20260826,E,Ampicillin,41.63,2.82,216,yes
Amp_MexB_20260826,E,Ampicillin,41.76,2.84,209,yes
Amp_MexB_20260826,E,Ampicillin,41.90,2.86,207,yes
Amp_MexB_20260826,E,Ampicillin,42.04,2.87,206,yes
Amp_MexB_20260826,E,Ampicillin,42.17,2.89,203,yes
Amp_MexB_20260826,E,Ampicillin,42.31,2.92,201,no
Amp_MexB_20260826,E,Ampicillin,42.46,2.92,198,no
Amp_MexB_20260826,E,Ampicillin,42.61,2.93,196,no
Amp_MexB_20260826,E,Ampicillin,42.76,2.95,194,no
Amp_MexB_20260826,E,Ampicillin,42.91,2.97,196,no
Amp_MexB_20260826,E,Ampicillin,43.05,2.98,188,no
Amp_MexB_20260826,E,Ampicillin,43.20,2.99,184,no
Amp_MexB_20260826,E,Ampicillin,43.34,3.01,182,no
Amp_MexB_20260826,E,Ampicillin,43.49,3.03,178,no
Amp_MexB_20260826,E,Ampicillin,43.62,3.05,177,no
Amp_MexB_20260826,E,Ampicillin,43.75,3.08,175,no
Amp_MexB_20260826,E,Ampicillin,43.88,3.10,170,no
Amp_MexB_20260826,E,Ampicillin,44.01,3.13,166,no
Amp_MexB_20260826,E,Ampicillin,44.13,3.16,161,no
Amp_MexB_20260826,E,Ampicillin,44.25,3.18,157,no
Amp_MexB_20260826,E,Ampicillin,44.37,3.22,157,no
Amp_MexB_20260826,E,Ampicillin,44.49,3.25,158,no
Amp_MexB_20260826,E,Ampicillin,44.61,3.28,159,no
Amp_MexB_20260826,E,Ampicillin,44.74,3.32,158,no
Amp_MexB_20260826,E,Ampicillin,44.86,3.36,156,no
Amp_MexB_20260826,E,Ampicillin,44.98,3.41,156,no
Amp_MexB_20260826,E,Ampicillin,45.12,3.45,154,no
Amp_MexB_20260826,E,Ampicillin,45.26,3.50,152,no
Amp_MexB_20260826,E,Ampicillin,45.39,3.55,150,no
Amp_MexB_20260826,E,Ampicillin,45.53,3.60,148,no
Amp_MexB_20260826,E,Ampicillin,45.65,3.64,148,no
Amp_MexB_20260826,E,Ampicillin,45.78,3.69,147,no
Amp_MexB_20260826,E,Ampicillin,45.91,3.74,147,no
Amp_MexB_20260826,E,Ampicillin,46.03,3.79,146,no
Amp_MexB_20260826,E,Ampicillin,46.16,3.84,145,no
Amp_MexB_20260826,E,Ampicillin,46.30,3.88,143,no
Amp_MexB_20260826,E,Ampicillin,46.44,3.91,143,no
Amp_MexB_20260826,E,Ampicillin,46.57,3.96,141,no
Amp_MexB_20260826,E,Ampicillin,46.71,4.00,140,no
Amp_MexB_20260826,E,Ampicillin,46.85,4.05,140,no
Amp_MexB_20260826,E,Ampicillin,46.99,4.07,137,no
Amp_MexB_20260826,E,Ampicillin,47.13,4.11,136,no
Amp_MexB_20260826,E,Ampicillin,47.27,4.14,134,no
Amp_MexB_20260826,E,Ampicillin,47.40,4.18,131,no
Amp_MexB_20260826,E,Ampicillin,47.54,4.22,127,no
Amp_MexB_20260826,E,Ampicillin,47.67,4.20,125,no
Amp_MexB_20260826,E,Ampicillin,47.79,4.17,127,no
Amp_MexB_20260826,E,Ampicillin,47.92,4.15,127,no
Amp_MexB_20260826,E,Ampicillin,48.05,4.13,127,no
Amp_MexB_20260826,E,Ampicillin,48.17,4.11,125,no
Amp_MexB_20260826,E,Ampicillin,48.30,4.06,125,no
Amp_MexB_20260826,E,Ampicillin,48.43,4.02,123,no
Amp_MexB_20260826,E,Ampicillin,48.56,3.97,124,no
Amp_MexB_20260826,E,Ampicillin,48.69,3.93,123,no
Amp_MexB_20260826,E,Ampicillin,48.80,3.89,123,no
Amp_MexB_20260826,E,Ampicillin,48.92,3.86,122,no
Amp_MexB_20260826,E,Ampicillin,49.03,3.82,122,no
Amp_MexB_20260826,E,Ampicillin,49.13,3.78,120,no
Amp_MexB_20260826,E,Ampicillin,49.15,3.79,120,no
Amp_MexB_20260826,E,Ampicillin,49.25,3.81,119,no
Amp_MexB_20260826,E,Ampicillin,49.38,3.86,116,no
Amp_MexB_20260826,E,Ampicillin,49.51,3.90,115,no
Amp_MexB_20260826,E,Ampicillin,49.64,3.94,113,no
Amp_MexB_20260826,E,Ampicillin,49.77,3.98,110,no
Amp_MexB_20260826,E,Ampicillin,49.90,4.03,109,no
Amp_MexB_20260826,E,Ampicillin,50.02,4.07,109,no
Amp_MexB_20260826,E,Ampicillin,50.14,4.11,108,no
Amp_MexB_20260826,E,Ampicillin,50.26,4.16,107,no
Amp_MexB_20260826,E,Ampicillin,50.37,4.20,105,no
Amp_MexB_20260826,E,Ampicillin,50.50,4.26,103,no
Amp_MexB_20260826,E,Ampicillin,50.64,4.26,99,no
Amp_MexB_20260826,E,Ampicillin,50.76,4.26,94,no
Amp_MexB_20260826,E,Ampicillin,50.89,4.27,93,no
Amp_MexB_20260826,E,Ampicillin,51.03,4.28,91,no
Amp_MexB_20260826,E,Ampicillin,51.17,4.26,84,no
Amp_MexB_20260826,E,Ampicillin,51.30,4.25,82,no
Amp_MexB_20260826,E,Ampicillin,51.44,4.24,82,no
Amp_MexB_20260826,E,Ampicillin,51.57,4.22,81,no
Amp_MexB_20260826,E,Ampicillin,51.71,4.20,79,no
Amp_MexB_20260826,E,Ampicillin,51.84,4.18,77,no
Amp_MexB_20260826,E,Ampicillin,51.98,4.16,76,no
Amp_MexB_20260826,E,Ampicillin,52.11,4.15,74,no
Amp_MexB_20260826,E,Ampicillin,52.25,4.14,74,no
Amp_MexB_20260826,E,Ampicillin,52.38,4.13,74,no
Amp_MexB_20260826,E,Ampicillin,52.51,4.13,72,no
