pdb,chain,ligand,depth_from_ligand_A,radius_A,enclosure_atoms_12A,kept
MexB_DDM_3_20260730,E,DDM x3,36.11,2.77,247,yes
MexB_DDM_3_20260730,E,DDM x3,36.22,2.76,248,yes
MexB_DDM_3_20260730,E,DDM x3,36.34,2.76,249,yes
MexB_DDM_3_20260730,E,DDM x3,36.45,2.75,247,yes
MexB_DDM_3_20260730,E,DDM x3,36.57,2.74,245,yes
MexB_DDM_3_20260730,E,DDM x3,36.68,2.73,245,yes
MexB_DDM_3_20260730,E,DDM x3,36.79,2.73,243,yes
MexB_DDM_3_20260730,E,DDM x3,36.93,2.73,245,yes
MexB_DDM_3_20260730,E,DDM x3,37.07,2.73,244,yes
MexB_DDM_3_20260730,E,DDM x3,37.20,2.74,243,yes
MexB_DDM_3_20260730,E,DDM x3,37.33,2.75,241,yes
MexB_DDM_3_20260730,E,DDM x3,37.45,2.76,240,yes
MexB_DDM_3_20260730,E,DDM x3,37.57,2.77,242,yes
MexB_DDM_3_20260730,E,DDM x3,37.68,2.74,240,yes
MexB_DDM_3_20260730,E,DDM x3,37.79,2.72,239,yes
MexB_DDM_3_20260730,E,DDM x3,37.90,2.70,236,yes
MexB_DDM_3_20260730,E,DDM x3,38.01,2.67,238,yes
MexB_DDM_3_20260730,E,DDM x3,38.11,2.64,238,yes
MexB_DDM_3_20260730,E,DDM x3,38.22,2.61,236,yes
MexB_DDM_3_20260730,E,DDM x3,38.31,2.59,236,yes
MexB_DDM_3_20260730,E,DDM x3,38.41,2.57,237,yes
MexB_DDM_3_20260730,E,DDM x3,38.52,2.54,238,yes
MexB_DDM_3_20260730,E,DDM x3,38.63,2.53,237,yes
MexB_DDM_3_20260730,E,DDM x3,38.74,2.52,237,yes
MexB_DDM_3_20260730,E,DDM x3,38.86,2.50,239,yes
MexB_DDM_3_20260730,E,DDM x3,38.99,2.48,238,yes
MexB_DDM_3_20260730,E,DDM x3,39.11,2.47,235,yes
MexB_DDM_3_20260730,E,DDM x3,39.26,2.45,234,yes
MexB_DDM_3_20260730,E,DDM x3,39.41,2.44,233,yes
MexB_DDM_3_20260730,E,DDM x3,39.56,2.44,233,yes
MexB_DDM_3_20260730,E,DDM x3,39.71,2.44,230,yes
MexB_DDM_3_20260730,E,DDM x3,39.86,2.43,232,yes
MexB_DDM_3_20260730,E,DDM x3,40.00,2.43,229,yes
MexB_DDM_3_20260730,E,DDM x3,40.15,2.43,228,yes
MexB_DDM_3_20260730,E,DDM x3,40.29,2.44,226,yes
MexB_DDM_3_20260730,E,DDM x3,40.44,2.46,226,yes
MexB_DDM_3_20260730,E,DDM x3,40.58,2.47,226,yes
MexB_DDM_3_20260730,E,DDM x3,40.73,2.48,227,yes
MexB_DDM_3_20260730,E,DDM x3,40.87,2.50,227,yes
MexB_DDM_3_20260730,E,DDM x3,41.02,2.52,227,yes
MexB_DDM_3_20260730,E,DDM x3,41.16,2.55,225,yes
MexB_DDM_3_20260730,E,DDM x3,41.28,2.57,225,yes
MexB_DDM_3_20260730,E,DDM x3,41.41,2.60,226,yes
MexB_DDM_3_20260730,E,DDM x3,41.53,2.62,227,yes
MexB_DDM_3_20260730,E,DDM x3,41.65,2.65,224,yes
MexB_DDM_3_20260730,E,DDM x3,41.77,2.69,225,yes
MexB_DDM_3_20260730,E,DDM x3,41.91,2.73,226,yes
MexB_DDM_3_20260730,E,DDM x3,42.05,2.78,225,yes
MexB_DDM_3_20260730,E,DDM x3,42.19,2.82,225,yes
MexB_DDM_3_20260730,E,DDM x3,42.32,2.89,223,yes
MexB_DDM_3_20260730,E,DDM x3,42.45,2.95,222,yes
MexB_DDM_3_20260730,E,DDM x3,42.60,3.01,220,yes
MexB_DDM_3_20260730,E,DDM x3,42.75,3.07,221,yes
MexB_DDM_3_20260730,E,DDM x3,42.86,3.11,221,yes
MexB_DDM_3_20260730,E,DDM x3,42.96,3.15,219,yes
MexB_DDM_3_20260730,E,DDM x3,43.07,3.19,221,yes
MexB_DDM_3_20260730,E,DDM x3,43.19,3.22,224,yes
MexB_DDM_3_20260730,E,DDM x3,43.30,3.26,232,yes
MexB_DDM_3_20260730,E,DDM x3,43.42,3.29,230,yes
MexB_DDM_3_20260730,E,DDM x3,43.49,3.29,229,yes
MexB_DDM_3_20260730,E,DDM x3,43.56,3.29,228,yes
MexB_DDM_3_20260730,E,DDM x3,43.65,3.29,231,yes
MexB_DDM_3_20260730,E,DDM x3,43.73,3.28,232,yes
MexB_DDM_3_20260730,E,DDM x3,43.85,3.27,230,yes
MexB_DDM_3_20260730,E,DDM x3,43.98,3.27,226,yes
MexB_DDM_3_20260730,E,DDM x3,44.09,3.26,224,yes
MexB_DDM_3_20260730,E,DDM x3,44.20,3.26,227,yes
MexB_DDM_3_20260730,E,DDM x3,44.31,3.25,227,yes
MexB_DDM_3_20260730,E,DDM x3,44.45,3.24,225,yes
MexB_DDM_3_20260730,E,DDM x3,44.59,3.24,222,yes
MexB_DDM_3_20260730,E,DDM x3,44.73,3.24,222,yes
MexB_DDM_3_20260730,E,DDM x3,44.85,3.24,221,yes
MexB_DDM_3_20260730,E,DDM x3,44.97,3.24,221,yes
MexB_DDM_3_20260730,E,DDM x3,45.10,3.25,224,yes
MexB_DDM_3_20260730,E,DDM x3,45.22,3.26,225,yes
MexB_DDM_3_20260730,E,DDM x3,45.35,3.27,225,yes
MexB_DDM_3_20260730,E,DDM x3,45.48,3.28,220,yes
MexB_DDM_3_20260730,E,DDM x3,45.62,3.30,218,yes
MexB_DDM_3_20260730,E,DDM x3,45.75,3.32,219,yes
MexB_DDM_3_20260730,E,DDM x3,45.88,3.34,214,yes
MexB_DDM_3_20260730,E,DDM x3,46.01,3.37,213,yes
MexB_DDM_3_20260730,E,DDM x3,46.14,3.40,212,yes
MexB_DDM_3_20260730,E,DDM x3,46.27,3.43,209,yes
MexB_DDM_3_20260730,E,DDM x3,46.40,3.46,209,yes
MexB_DDM_3_20260730,E,DDM x3,46.53,3.50,207,yes
MexB_DDM_3_20260730,E,DDM x3,46.66,3.55,205,yes
MexB_DDM_3_20260730,E,DDM x3,46.79,3.59,205,yes
MexB_DDM_3_20260730,E,DDM x3,46.93,3.62,203,yes
MexB_DDM_3_20260730,E,DDM x3,47.07,3.65,203,yes
MexB_DDM_3_20260730,E,DDM x3,47.21,3.68,203,yes
MexB_DDM_3_20260730,E,DDM x3,47.34,3.71,204,yes
MexB_DDM_3_20260730,E,DDM x3,47.47,3.72,206,yes
MexB_DDM_3_20260730,E,DDM x3,47.59,3.73,206,yes
MexB_DDM_3_20260730,E,DDM x3,47.71,3.75,205,yes
MexB_DDM_3_20260730,E,DDM x3,47.83,3.76,204,yes
MexB_DDM_3_20260730,E,DDM x3,47.95,3.78,201,yes
MexB_DDM_3_20260730,E,DDM x3,48.09,3.77,200,no
MexB_DDM_3_20260730,E,DDM x3,48.22,3.76,197,no
MexB_DDM_3_20260730,E,DDM x3,48.36,3.76,196,no
MexB_DDM_3_20260730,E,DDM x3,48.50,3.76,193,no
MexB_DDM_3_20260730,E,DDM x3,48.65,3.72,194,no
MexB_DDM_3_20260730,E,DDM x3,48.80,3.69,192,no
MexB_DDM_3_20260730,E,DDM x3,48.95,3.67,196,no
MexB_DDM_3_20260730,E,DDM x3,49.05,3.62,194,no
MexB_DDM_3_20260730,E,DDM x3,49.15,3.57,192,no
MexB_DDM_3_20260730,E,DDM x3,49.17,3.57,192,no
MexB_DDM_3_20260730,E,DDM x3,49.26,3.64,193,no
MexB_DDM_3_20260730,E,DDM x3,49.34,3.71,196,no
MexB_DDM_3_20260730,E,DDM x3,49.47,3.78,195,no
MexB_DDM_3_20260730,E,DDM x3,49.61,3.85,194,no
MexB_DDM_3_20260730,E,DDM x3,49.74,3.92,193,no
MexB_DDM_3_20260730,E,DDM x3,49.89,3.98,192,no
MexB_DDM_3_20260730,E,DDM x3,50.03,4.01,192,no
MexB_DDM_3_20260730,E,DDM x3,50.18,4.04,186,no
MexB_DDM_3_20260730,E,DDM x3,50.33,4.07,185,no
MexB_DDM_3_20260730,E,DDM x3,50.46,4.08,184,no
MexB_DDM_3_20260730,E,DDM x3,50.59,4.10,181,no
MexB_DDM_3_20260730,E,DDM x3,50.73,4.11,178,no
MexB_DDM_3_20260730,E,DDM x3,50.86,4.14,175,no
MexB_DDM_3_20260730,E,DDM x3,50.99,4.16,175,no
MexB_DDM_3_20260730,E,DDM x3,51.11,4.17,174,no
MexB_DDM_3_20260730,E,DDM x3,51.24,4.18,171,no
MexB_DDM_3_20260730,E,DDM x3,51.37,4.19,171,no
MexB_DDM_3_20260730,E,DDM x3,51.49,4.21,166,no
MexB_DDM_3_20260730,E,DDM x3,51.62,4.22,165,no
MexB_DDM_3_20260730,E,DDM x3,51.74,4.24,163,no
MexB_DDM_3_20260730,E,DDM x3,51.86,4.25,163,no
MexB_DDM_3_20260730,E,DDM x3,51.98,4.26,163,no
MexB_DDM_3_20260730,E,DDM x3,52.10,4.28,157,no
MexB_DDM_3_20260730,E,DDM x3,52.22,4.30,160,no
MexB_DDM_3_20260730,E,DDM x3,52.35,4.31,158,no
MexB_DDM_3_20260730,E,DDM x3,52.48,4.31,157,no
MexB_DDM_3_20260730,E,DDM x3,52.60,4.32,157,no
MexB_DDM_3_20260730,E,DDM x3,52.73,4.34,154,no
MexB_DDM_3_20260730,E,DDM x3,52.85,4.35,151,no
MexB_DDM_3_20260730,E,DDM x3,52.99,4.35,149,no
MexB_DDM_3_20260730,E,DDM x3,53.13,4.36,151,no
MexB_DDM_3_20260730,E,DDM x3,53.27,4.37,149,no
MexB_DDM_3_20260730,E,DDM x3,53.41,4.38,142,no
MexB_DDM_3_20260730,E,DDM x3,53.55,4.39,137,no
MexB_DDM_3_20260730,E,DDM x3,53.68,4.39,132,no
MexB_DDM_3_20260730,E,DDM x3,53.82,4.39,131,no
MexB_DDM_3_20260730,E,DDM x3,53.96,4.39,129,no
MexB_DDM_3_20260730,E,DDM x3,54.10,4.40,128,no
MexB_DDM_3_20260730,E,DDM x3,54.24,4.41,127,no
MexB_DDM_3_20260730,E,DDM x3,54.38,4.40,122,no
MexB_DDM_3_20260730,E,DDM x3,54.53,4.39,123,no
MexB_DDM_3_20260730,E,DDM x3,54.67,4.38,122,no
MexB_DDM_3_20260730,E,DDM x3,54.81,4.38,122,no
MexB_DDM_3_20260730,E,DDM x3,54.93,4.36,116,no
MexB_DDM_3_20260730,E,DDM x3,55.05,4.35,117,no
MexB_DDM_3_20260730,E,DDM x3,55.16,4.34,116,no
MexB_DDM_3_20260730,E,DDM x3,55.28,4.31,119,no
MexB_DDM_3_20260730,E,DDM x3,55.39,4.30,119,no
MexB_DDM_3_20260730,E,DDM x3,55.51,4.29,117,no
MexB_DDM_3_20260730,E,DDM x3,55.63,4.28,118,no
MexB_DDM_3_20260730,E,DDM x3,55.75,4.29,117,no
MexB_DDM_3_20260730,E,DDM x3,55.87,4.29,122,no
MexB_DDM_3_20260730,E,DDM x3,55.99,4.29,121,no
MexB_DDM_3_20260730,E,DDM x3,56.12,4.28,121,no
MexB_DDM_3_20260730,E,DDM x3,56.22,4.28,124,no
MexB_DDM_3_20260730,E,DDM x3,56.33,4.29,124,no
MexB_DDM_3_20260730,E,DDM x3,56.44,4.30,126,no
MexB_DDM_3_20260730,E,DDM x3,56.57,4.30,126,no
MexB_DDM_3_20260730,E,DDM x3,56.70,4.31,126,no
MexB_DDM_3_20260730,E,DDM x3,56.83,4.32,126,no
MexB_DDM_3_20260730,E,DDM x3,56.95,4.32,129,no
MexB_DDM_3_20260730,E,DDM x3,57.07,4.33,130,no
MexB_DDM_3_20260730,E,DDM x3,57.18,4.33,131,no
MexB_DDM_3_20260730,E,DDM x3,57.30,4.30,135,no
MexB_DDM_3_20260730,E,DDM x3,57.42,4.26,136,no
MexB_DDM_3_20260730,E,DDM x3,57.54,4.20,136,no
MexB_DDM_3_20260730,E,DDM x3,57.63,4.19,140,no
MexB_DDM_3_20260730,E,DDM x3,57.73,4.19,141,no
MexB_DDM_3_20260730,E,DDM x3,57.84,4.18,145,no
MexB_DDM_3_20260730,E,DDM x3,57.95,4.18,147,no
MexB_DDM_3_20260730,E,DDM x3,58.06,4.18,148,no
MexB_DDM_3_20260730,E,DDM x3,58.19,4.15,149,no
MexB_DDM_3_20260730,E,DDM x3,58.33,4.13,154,no
MexB_DDM_3_20260730,E,DDM x3,58.47,4.11,156,no
MexB_DDM_3_20260730,E,DDM x3,58.59,4.07,156,no
MexB_DDM_3_20260730,E,DDM x3,58.71,4.03,156,no
MexB_DDM_3_20260730,E,DDM x3,58.84,3.99,158,no
MexB_DDM_3_20260730,E,DDM x3,58.95,3.93,157,no
MexB_DDM_3_20260730,E,DDM x3,59.07,3.88,158,no
MexB_DDM_3_20260730,E,DDM x3,59.14,3.85,159,no
MexB_DDM_3_20260730,E,DDM x3,59.15,3.85,159,no
MexB_DDM_3_20260730,E,DDM x3,59.24,3.87,158,no
MexB_DDM_3_20260730,E,DDM x3,59.36,3.89,160,no
MexB_DDM_3_20260730,E,DDM x3,59.49,3.91,162,no
MexB_DDM_3_20260730,E,DDM x3,59.61,3.93,163,no
MexB_DDM_3_20260730,E,DDM x3,59.73,3.94,165,no
MexB_DDM_3_20260730,E,DDM x3,59.85,3.95,169,no
MexB_DDM_3_20260730,E,DDM x3,59.97,3.96,168,no
MexB_DDM_3_20260730,E,DDM x3,60.10,3.98,172,no
MexB_DDM_3_20260730,E,DDM x3,60.22,4.00,175,no
MexB_DDM_3_20260730,E,DDM x3,60.34,3.97,176,no
MexB_DDM_3_20260730,E,DDM x3,60.46,3.95,180,no
MexB_DDM_3_20260730,E,DDM x3,60.57,3.91,181,no
MexB_DDM_3_20260730,E,DDM x3,60.68,3.86,183,no
MexB_DDM_3_20260730,E,DDM x3,60.78,3.82,184,no
MexB_DDM_3_20260730,E,DDM x3,60.88,3.77,183,no
MexB_DDM_3_20260730,E,DDM x3,61.03,3.72,182,no
MexB_DDM_3_20260730,E,DDM x3,61.09,3.69,183,no
MexB_DDM_3_20260730,E,DDM x3,61.18,3.71,183,no
MexB_DDM_3_20260730,E,DDM x3,61.25,3.72,182,no
MexB_DDM_3_20260730,E,DDM x3,61.35,3.69,183,no
MexB_DDM_3_20260730,E,DDM x3,61.49,3.62,185,no
MexB_DDM_3_20260730,E,DDM x3,61.64,3.51,185,no
MexB_DDM_3_20260730,E,DDM x3,61.77,3.43,186,no
MexB_DDM_3_20260730,E,DDM x3,61.90,3.34,186,no
MexB_DDM_3_20260730,E,DDM x3,62.03,3.26,187,no
3W9J,B,EPI,0.00,1.48,253,yes
3W9J,B,EPI,0.13,1.56,249,yes
3W9J,B,EPI,0.26,1.65,250,yes
3W9J,B,EPI,0.39,1.74,253,yes
3W9J,B,EPI,0.52,1.83,257,yes
3W9J,B,EPI,0.66,1.92,255,yes
3W9J,B,EPI,0.79,2.02,249,yes
3W9J,B,EPI,0.92,2.12,247,yes
3W9J,B,EPI,1.06,2.22,250,yes
3W9J,B,EPI,1.20,2.29,250,yes
3W9J,B,EPI,1.34,2.37,247,yes
3W9J,B,EPI,1.48,2.46,250,yes
3W9J,B,EPI,1.62,2.54,251,yes
3W9J,B,EPI,1.77,2.63,250,yes
3W9J,B,EPI,1.90,2.67,249,yes
3W9J,B,EPI,2.04,2.72,248,yes
3W9J,B,EPI,2.17,2.77,249,yes
3W9J,B,EPI,2.31,2.82,253,yes
3W9J,B,EPI,2.44,2.88,252,yes
3W9J,B,EPI,2.58,2.94,256,yes
3W9J,B,EPI,2.71,2.94,254,yes
3W9J,B,EPI,2.84,2.95,257,yes
3W9J,B,EPI,2.97,2.96,255,yes
3W9J,B,EPI,3.10,2.97,252,yes
3W9J,B,EPI,3.23,2.99,254,yes
3W9J,B,EPI,3.36,3.01,257,yes
3W9J,B,EPI,3.50,2.99,257,yes
3W9J,B,EPI,3.64,2.98,259,yes
3W9J,B,EPI,3.78,2.97,258,yes
3W9J,B,EPI,3.92,2.96,254,yes
3W9J,B,EPI,4.06,2.96,254,yes
3W9J,B,EPI,4.20,2.96,254,yes
3W9J,B,EPI,4.34,2.96,252,yes
3W9J,B,EPI,4.48,2.96,252,yes
3W9J,B,EPI,4.62,2.96,253,yes
3W9J,B,EPI,4.76,2.97,252,yes
3W9J,B,EPI,4.91,2.98,252,yes
3W9J,B,EPI,5.05,3.00,251,yes
3W9J,B,EPI,5.18,3.02,249,yes
3W9J,B,EPI,5.30,3.04,247,yes
3W9J,B,EPI,5.43,3.06,250,yes
3W9J,B,EPI,5.56,3.08,247,yes
3W9J,B,EPI,5.69,3.11,247,yes
3W9J,B,EPI,5.82,3.14,248,yes
3W9J,B,EPI,5.95,3.17,247,yes
3W9J,B,EPI,6.08,3.19,246,yes
3W9J,B,EPI,6.21,3.22,241,yes
3W9J,B,EPI,6.34,3.26,242,yes
3W9J,B,EPI,6.47,3.29,239,yes
3W9J,B,EPI,6.60,3.33,242,yes
3W9J,B,EPI,6.73,3.34,238,yes
3W9J,B,EPI,6.87,3.34,240,yes
3W9J,B,EPI,7.00,3.35,240,yes
3W9J,B,EPI,7.13,3.34,238,yes
3W9J,B,EPI,7.26,3.33,236,yes
3W9J,B,EPI,7.39,3.33,238,yes
3W9J,B,EPI,7.51,3.32,239,yes
3W9J,B,EPI,7.63,3.31,239,yes
3W9J,B,EPI,7.75,3.30,240,yes
3W9J,B,EPI,7.87,3.29,240,yes
3W9J,B,EPI,7.99,3.28,240,yes
3W9J,B,EPI,8.11,3.27,239,yes
3W9J,B,EPI,8.24,3.26,238,yes
3W9J,B,EPI,8.36,3.26,239,yes
3W9J,B,EPI,8.48,3.26,235,yes
3W9J,B,EPI,8.63,3.27,236,yes
3W9J,B,EPI,8.77,3.27,239,yes
3W9J,B,EPI,8.92,3.27,237,yes
3W9J,B,EPI,9.06,3.27,239,yes
3W9J,B,EPI,9.20,3.28,238,yes
3W9J,B,EPI,9.33,3.27,235,yes
3W9J,B,EPI,9.46,3.26,234,yes
3W9J,B,EPI,9.58,3.26,232,yes
3W9J,B,EPI,9.71,3.26,232,yes
3W9J,B,EPI,9.84,3.26,231,yes
3W9J,B,EPI,9.96,3.27,235,yes
3W9J,B,EPI,10.10,3.25,237,yes
3W9J,B,EPI,10.23,3.23,236,yes
3W9J,B,EPI,10.37,3.22,236,yes
3W9J,B,EPI,10.50,3.21,236,yes
3W9J,B,EPI,10.63,3.21,233,yes
3W9J,B,EPI,10.77,3.21,233,yes
3W9J,B,EPI,10.91,3.18,240,yes
3W9J,B,EPI,11.06,3.16,238,yes
3W9J,B,EPI,11.20,3.14,238,yes
3W9J,B,EPI,11.35,3.13,241,yes
3W9J,B,EPI,11.49,3.12,245,yes
3W9J,B,EPI,11.64,3.11,250,yes
3W9J,B,EPI,11.78,3.10,251,yes
3W9J,B,EPI,11.92,3.09,250,yes
3W9J,B,EPI,12.05,3.08,250,yes
3W9J,B,EPI,12.19,3.08,251,yes
3W9J,B,EPI,12.33,3.08,250,yes
3W9J,B,EPI,12.47,3.08,252,yes
3W9J,B,EPI,12.60,3.09,257,yes
3W9J,B,EPI,12.75,3.08,261,yes
3W9J,B,EPI,12.90,3.07,263,yes
3W9J,B,EPI,13.05,3.07,263,yes
3W9J,B,EPI,13.19,3.07,265,yes
3W9J,B,EPI,13.34,3.07,262,yes
3W9J,B,EPI,13.49,3.08,258,yes
3W9J,B,EPI,13.63,3.10,263,yes
3W9J,B,EPI,13.77,3.09,260,yes
3W9J,B,EPI,13.90,3.09,260,yes
3W9J,B,EPI,14.03,3.09,262,yes
3W9J,B,EPI,14.16,3.10,263,yes
3W9J,B,EPI,14.29,3.11,264,yes
3W9J,B,EPI,14.43,3.12,265,yes
3W9J,B,EPI,14.56,3.14,267,yes
3W9J,B,EPI,14.69,3.16,270,yes
3W9J,B,EPI,14.83,3.16,271,yes
3W9J,B,EPI,14.98,3.17,273,yes
3W9J,B,EPI,15.12,3.18,277,yes
3W9J,B,EPI,15.27,3.20,275,yes
3W9J,B,EPI,15.41,3.22,271,yes
3W9J,B,EPI,15.56,3.24,269,yes
3W9J,B,EPI,15.70,3.27,270,yes
3W9J,B,EPI,15.84,3.29,268,yes
3W9J,B,EPI,15.99,3.31,266,yes
3W9J,B,EPI,16.14,3.34,264,yes
3W9J,B,EPI,16.28,3.37,267,yes
3W9J,B,EPI,16.43,3.40,266,yes
3W9J,B,EPI,16.57,3.44,267,yes
3W9J,B,EPI,16.71,3.47,266,yes
3W9J,B,EPI,16.85,3.51,268,yes
3W9J,B,EPI,16.99,3.55,265,yes
3W9J,B,EPI,17.14,3.57,261,yes
3W9J,B,EPI,17.28,3.59,266,yes
3W9J,B,EPI,17.40,3.61,268,yes
3W9J,B,EPI,17.53,3.63,270,yes
3W9J,B,EPI,17.65,3.66,269,yes
3W9J,B,EPI,17.77,3.69,268,yes
3W9J,B,EPI,17.90,3.72,267,yes
3W9J,B,EPI,18.03,3.74,270,yes
3W9J,B,EPI,18.17,3.76,269,yes
3W9J,B,EPI,18.31,3.79,272,yes
3W9J,B,EPI,18.44,3.82,273,yes
3W9J,B,EPI,18.58,3.85,277,yes
3W9J,B,EPI,18.72,3.86,275,yes
3W9J,B,EPI,18.86,3.88,272,yes
3W9J,B,EPI,19.01,3.89,273,yes
3W9J,B,EPI,19.15,3.91,276,yes
3W9J,B,EPI,19.29,3.94,280,yes
3W9J,B,EPI,19.42,3.92,275,yes
3W9J,B,EPI,19.55,3.90,277,yes
3W9J,B,EPI,19.67,3.89,278,yes
3W9J,B,EPI,19.80,3.88,279,yes
3W9J,B,EPI,19.93,3.87,281,yes
3W9J,B,EPI,20.06,3.83,288,yes
3W9J,B,EPI,20.19,3.79,291,yes
3W9J,B,EPI,20.32,3.75,292,yes
3W9J,B,EPI,20.45,3.72,294,yes
3W9J,B,EPI,20.58,3.68,294,yes
3W9J,B,EPI,20.72,3.63,290,yes
3W9J,B,EPI,20.85,3.57,291,yes
3W9J,B,EPI,20.99,3.51,293,yes
3W9J,B,EPI,21.12,3.45,296,yes
3W9J,B,EPI,21.24,3.40,301,yes
3W9J,B,EPI,21.35,3.36,303,yes
3W9J,B,EPI,21.46,3.31,304,yes
3W9J,B,EPI,21.60,3.30,307,yes
3W9J,B,EPI,21.75,3.30,307,yes
3W9J,B,EPI,21.86,3.32,308,yes
3W9J,B,EPI,21.97,3.34,307,yes
3W9J,B,EPI,22.09,3.37,307,yes
3W9J,B,EPI,22.21,3.38,309,yes
3W9J,B,EPI,22.33,3.40,311,yes
3W9J,B,EPI,22.45,3.42,311,yes
3W9J,B,EPI,22.59,3.45,311,yes
3W9J,B,EPI,22.73,3.47,310,yes
3W9J,B,EPI,22.81,3.48,309,yes
3W9J,B,EPI,22.89,3.49,310,yes
3W9J,B,EPI,22.98,3.48,310,yes
3W9J,B,EPI,23.06,3.48,309,yes
3W9J,B,EPI,23.20,3.49,312,yes
3W9J,B,EPI,23.34,3.51,311,yes
3W9J,B,EPI,23.46,3.54,311,yes
3W9J,B,EPI,23.59,3.57,309,yes
3W9J,B,EPI,23.72,3.60,303,yes
3W9J,B,EPI,23.84,3.60,297,yes
3W9J,B,EPI,23.98,3.59,297,yes
3W9J,B,EPI,24.11,3.58,296,yes
3W9J,B,EPI,24.25,3.58,298,yes
3W9J,B,EPI,24.39,3.58,303,yes
3W9J,B,EPI,24.52,3.58,301,yes
3W9J,B,EPI,24.66,3.55,294,yes
3W9J,B,EPI,24.80,3.52,291,yes
3W9J,B,EPI,24.93,3.50,292,yes
3W9J,B,EPI,25.07,3.48,294,yes
3W9J,B,EPI,25.21,3.46,293,yes
3W9J,B,EPI,25.35,3.45,293,yes
3W9J,B,EPI,25.48,3.40,292,yes
3W9J,B,EPI,25.61,3.36,292,yes
3W9J,B,EPI,25.74,3.32,293,yes
3W9J,B,EPI,25.87,3.28,293,yes
3W9J,B,EPI,26.00,3.24,294,yes
3W9J,B,EPI,26.13,3.21,293,yes
3W9J,B,EPI,26.26,3.19,288,yes
3W9J,B,EPI,26.40,3.14,288,yes
3W9J,B,EPI,26.53,3.09,288,yes
3W9J,B,EPI,26.67,3.04,289,yes
3W9J,B,EPI,26.81,3.00,288,yes
3W9J,B,EPI,26.94,2.97,288,yes
3W9J,B,EPI,27.08,2.93,287,yes
3W9J,B,EPI,27.21,2.90,291,yes
3W9J,B,EPI,27.36,2.85,289,yes
3W9J,B,EPI,27.51,2.80,285,yes
3W9J,B,EPI,27.65,2.76,282,yes
3W9J,B,EPI,27.80,2.72,280,yes
3W9J,B,EPI,27.95,2.69,277,yes
3W9J,B,EPI,28.10,2.66,272,yes
3W9J,B,EPI,28.23,2.62,272,yes
3W9J,B,EPI,28.36,2.58,271,yes
3W9J,B,EPI,28.50,2.55,272,yes
3W9J,B,EPI,28.63,2.52,273,yes
3W9J,B,EPI,28.77,2.49,272,yes
3W9J,B,EPI,28.90,2.44,274,yes
3W9J,B,EPI,29.03,2.38,273,yes
3W9J,B,EPI,29.16,2.31,273,yes
3W9J,B,EPI,29.26,2.28,272,yes
3W9J,B,EPI,29.37,2.24,271,yes
3W9J,B,EPI,29.47,2.22,269,yes
3W9J,B,EPI,29.60,2.19,267,yes
3W9J,B,EPI,29.72,2.16,266,yes
3W9J,B,EPI,29.85,2.14,268,yes
3W9J,B,EPI,29.98,2.10,268,yes
3W9J,B,EPI,30.10,2.07,266,yes
3W9J,B,EPI,30.22,2.05,265,yes
3W9J,B,EPI,30.35,2.02,268,yes
3W9J,B,EPI,30.47,1.99,269,yes
3W9J,B,EPI,30.59,1.96,270,yes
3W9J,B,EPI,30.72,1.94,269,yes
3W9J,B,EPI,30.84,1.91,267,yes
3W9J,B,EPI,30.96,1.90,269,yes
3W9J,B,EPI,31.10,1.88,270,yes
3W9J,B,EPI,31.23,1.87,270,yes
3W9J,B,EPI,31.37,1.86,271,yes
3W9J,B,EPI,31.51,1.86,269,yes
3W9J,B,EPI,31.64,1.86,269,yes
3W9J,B,EPI,31.78,1.86,272,yes
3W9J,B,EPI,31.92,1.87,271,yes
3W9J,B,EPI,32.05,1.89,270,yes
3W9J,B,EPI,32.19,1.90,268,yes
3W9J,B,EPI,32.33,1.93,266,yes
3W9J,B,EPI,32.45,1.93,266,yes
3W9J,B,EPI,32.58,1.94,265,yes
3W9J,B,EPI,32.71,1.95,266,yes
3W9J,B,EPI,32.84,1.96,269,yes
3W9J,B,EPI,32.97,1.99,268,yes
3W9J,B,EPI,33.09,1.99,264,yes
3W9J,B,EPI,33.21,1.98,264,yes
3W9J,B,EPI,33.33,1.98,260,yes
3W9J,B,EPI,33.46,1.98,259,yes
3W9J,B,EPI,33.58,1.96,259,yes
3W9J,B,EPI,33.70,1.94,257,yes
3W9J,B,EPI,33.82,1.93,258,yes
3W9J,B,EPI,33.94,1.92,262,yes
3W9J,B,EPI,34.07,1.92,262,yes
3W9J,B,EPI,34.19,1.91,260,yes
3W9J,B,EPI,34.33,1.91,258,yes
3W9J,B,EPI,34.46,1.90,257,yes
3W9J,B,EPI,34.60,1.90,255,yes
3W9J,B,EPI,34.74,1.91,254,yes
3W9J,B,EPI,34.86,1.92,254,yes
3W9J,B,EPI,34.99,1.93,253,yes
3W9J,B,EPI,35.11,1.95,252,yes
3W9J,B,EPI,35.24,1.98,252,yes
3W9J,B,EPI,35.35,1.99,253,yes
3W9J,B,EPI,35.47,2.00,253,yes
3W9J,B,EPI,35.59,2.02,251,yes
3W9J,B,EPI,35.71,2.04,251,yes
3W9J,B,EPI,35.82,2.04,249,yes
3W9J,B,EPI,35.94,2.04,248,yes
3W9J,B,EPI,36.06,2.04,247,yes
3W9J,B,EPI,36.17,2.04,248,yes
3W9J,B,EPI,36.31,2.02,248,yes
3W9J,B,EPI,36.45,2.00,248,yes
